分类,原始query,正则query,模版,语义相似性,编辑距离,编辑距离相似性,weighted_sim
版本更新,最近道具,最近道具,"('最近更新', 2)",0.8456576,2,0.5,0.741960311
版本更新,帮我把版本更新到最新,帮我把版本更新到最新,"('版本更新', 2)",0.8880236,6,0.4,0.74161653
版本更新,赛季更新?,赛季更新,"('最新更新公告', 2)",0.8796929,4,0.333333333,0.715785038
版本更新,四月二十五号版本更新了啥,四月二十五号版本更新啥,"('最新版本更新', 2)",0.8597309,7,0.363636364,0.710902539
版本更新,还要看更久的,还要看更久,"('我要看更新', 2)",0.84996873,2,0.6,0.774978112
版本更新,新更新了，哪些内容,新更新，哪些内容,"('最新更新', 2)",0.9032409,6,0.25,0.707268643
版本更新,你们对你们这次更新满意吗,你们对你们这次更新满意,"('这次更新', 2)",0.86488175,7,0.363636364,0.714508137
版本更新,近期英雄有哪些增强,近期英雄有哪些增强,"('最新英雄更新', 2)",0.93007183,7,0.222222222,0.717716948
版本更新,英雄战力飙,英雄战力飙,"('英雄更新', 2)",0.8477734,3,0.4,0.713441361
版本更新,下个版本会更新什么,下个版本会更新什么,"('最新版本更新', 2)",0.88234615,5,0.444444444,0.750975641
版本更新,王者界面上的新英雄是哪个,王者界面上新英雄是哪个,"('最新英雄更新', 2)",0.88321906,8,0.272727273,0.700071526
版本更新,上一次的更新公告,上一次更新公告,"('这次更新公告', 2)",0.9828951,2,0.714285714,0.902312268
版本更新,版本英雄变更,版本英雄变更,"('最新英雄更新', 2)",0.9157783,4,0.333333333,0.741044796
版本更新,还是更新,还是更新,"('更新', 2)",0.92238,2,0.5,0.795665979
版本更新,查看一下，最近登录,查看一下，最近登录,"('查一下更新', 2)",0.86673796,6,0.333333333,0.706716573
版本更新,谁的英雄更新了，请更新啥东西,谁英雄更新，请更新啥东西,"('英雄更新', 2)",0.92720246,8,0.333333333,0.749041724
版本更新,最近英雄小丑,最近英雄小丑,"('最新英雄更新', 2)",0.86876243,3,0.5,0.758133703
版本更新,这赛季新更新的,这赛季新更新,"('新更新', 2)",0.9118587,3,0.5,0.788301075
版本更新,官方公告的补偿呢,官方公告补偿,"('这次公告', 2)",0.90048707,4,0.333333333,0.730340946
版本更新,什么事更新,什么事更新,"('查一下更新', 2)",0.89687204,3,0.4,0.747810431
版本更新,王者最近加强的英雄有那个,王者最近加强英雄有那个,"('最新英雄更新', 2)",0.8900974,8,0.272727273,0.704886348
版本更新,这次更新内容。,这次更新内容,"('这次更新', 2)",0.97444004,2,0.666666667,0.882108027
版本更新,該更新了,該更新,"('这次更新', 2)",0.9614688,2,0.5,0.823028171
版本更新,世冠版本哪里更新,世冠版本哪里更新,"('版本更新', 2)",0.8257214,4,0.5,0.728004968
版本更新,玄策，最近怎么更新了,玄策，最近怎么更新,"('最近更新', 2)",0.8507303,5,0.444444444,0.728844543
版本更新,国标更新,国标更新,"('版本更新', 2)",0.8437415,2,0.5,0.740619034
版本更新,预约更新入口,预约更新入口,"('更新', 2)",0.8969672,4,0.333333333,0.727877021
版本更新,玩的更新爆料,玩更新爆料,"('新更新', 2)",0.8490601,3,0.4,0.714342083
版本更新,版本要更新了,版本要更新,"('版本更新', 2)",0.9597536,1,0.8,0.911827501
版本更新,为什么新英雄是不显示,为什么新英雄是显示,"('新英雄更新', 2)",0.8735593,6,0.333333333,0.711491507
版本更新,四月十九英雄更新详情,四月十九英雄更新详情,"('英雄更新', 2)",0.8685014,6,0.4,0.727950997
版本更新,新英雄射手叫什么,新英雄射手叫什么,"('新英雄更新', 2)",0.8512683,5,0.375,0.708387804
版本更新,暑假更新,暑假更新,"('近期更新', 2)",0.8873683,2,0.5,0.771157825
版本更新,我版本怎么更新不了,我版本怎么更新不了,"('版本更新', 2)",0.8776297,5,0.444444444,0.747674121
版本更新,新英雄叫啥？,新英雄叫啥？,"('新英雄更新', 2)",0.9109645,3,0.5,0.787675142
版本更新,有哪些英雄最近改动过？,有哪些英雄最近改动过？,"('最新英雄更新', 2)",0.93062985,9,0.181818182,0.705986349
版本更新,我的版本太低,我版本太低,"('版本更新', 2)",0.86283535,3,0.4,0.723984743
版本更新,有新的英雄吗,有新英雄,"('新英雄更新', 2)",0.9468224,3,0.4,0.782775683
版本更新,英雄标更新,英雄标更新,"('英雄更新', 2)",0.89464897,1,0.8,0.866254278
版本更新,近期登录,近期登录,"('近期更新', 2)",0.8835155,2,0.5,0.768460834
版本更新,更新怎么弄,更新怎么弄,"('更新', 2)",0.9112537,3,0.4,0.757877584
版本更新,有更,有更,"('这次更新', 2)",0.9105293,3,0.25,0.712370521
版本更新,明天的公告在哪,明天公告在,"('我要公告', 2)",0.89109814,3,0.4,0.743768699
版本更新,已拥有的英雄动作,已拥有英雄动作,"('最新英雄更新', 2)",0.8829369,5,0.285714286,0.703770112
版本更新,。更新公告,更新公告,"('更新公告', 2)",1.0000001,0,1,1.000000083
版本更新,英雄数据更新,英雄数据更新,"('新英雄更新', 2)",0.9249102,3,0.5,0.797437131
版本更新,近期哪些英雄发生了变化,近期哪些英雄发生变化,"('最新英雄更新', 2)",0.9365117,8,0.2,0.715558187
版本更新,王者新英雄要凉,王者新英雄要凉,"('新英雄更新', 2)",0.8487114,4,0.428571429,0.722669389
版本更新,新英雄更新,新英雄更新,"('新英雄更新', 2)",1,0,1,1
版本更新,九更新，新赛季,九更新，新赛季,"('新更新', 2)",0.8889228,5,0.285714286,0.707960253
版本更新,现在还可以更新吗,现在还可以更新,"('这次更新', 2)",0.93602735,5,0.285714286,0.740933429
版本更新,这个版本谁增强了,这个版本谁增强,"('版本更新', 2)",0.894269,5,0.285714286,0.711702578
版本更新,新更新什么,新更新什么,"('最新更新', 2)",0.9240086,3,0.4,0.766806026
版本更新,哪看更新公告？,哪看更新公告？,"('查看更新公告', 2)",0.9425558,2,0.714285714,0.874074764
版本更新,玩个新英雄,玩个新英雄,"('最新英雄更新', 2)",0.8727391,4,0.333333333,0.710917354
版本更新,我也要开启,我要开启,"('我要更新', 2)",0.800271,2,0.5,0.710189682
版本更新,英雄兑换上阵,英雄兑换上阵,"('英雄更新', 2)",0.87170297,4,0.333333333,0.710192078
版本更新,最新更新的英雄调整,最新更新英雄调整,"('最新英雄更新', 2)",0.9638183,4,0.5,0.824672818
版本更新,新英雄的预告片,新英雄预告片,"('新英雄公告', 2)",0.9255805,2,0.666666667,0.847906351
版本更新,赛季更新更新,赛季更新更新,"('最新版本更新', 2)",0.88075566,4,0.333333333,0.716528964
版本更新,最近都有谁加强了,最近都有谁加强,"('最近更新', 2)",0.89011455,5,0.285714286,0.708794468
版本更新,你更新了吗,你更新,"('新更新', 2)",0.9623578,1,0.666666667,0.873650473
版本更新,下次要更新什么,下次要更新什么,"('我要最新更新', 2)",0.8813098,5,0.285714286,0.702631151
版本更新,21日的更新,21日更新,"('近期更新', 2)",0.89187896,3,0.4,0.744315274
版本更新,3月31日更新内容,月31日更新内容,"('本次更新', 2)",0.9070546,6,0.25,0.709938222
版本更新,3月8号要更新不,月号要更新,"('这次更新', 2)",0.85862046,3,0.4,0.721034325
版本更新,新英雄如何,新英雄如何,"('新英雄公告', 2)",0.89713764,2,0.6,0.807996349
版本更新,🆕版本更新,🆕版本更新,"('版本更新', 2)",0.9804154,1,0.8,0.926290783
版本更新,最新的英雄削弱改动,最新英雄削弱改动,"('最新英雄更新', 2)",0.93535477,4,0.5,0.804748338
版本更新,快了，查看新,快，查看新,"('查看更新', 2)",0.92513514,3,0.4,0.767594595
版本更新,最近英雄的改动都有哪些,最近英雄改动都有哪些,"('最新英雄更新', 2)",0.94526106,7,0.3,0.751682743
版本更新,怎么样更新版本啊,怎么样更新版本,"('版本更新', 2)",0.89545244,5,0.285714286,0.712530994
版本更新,皮肤碎片更新,皮肤碎片更新,"('英雄更新', 2)",0.8625633,4,0.333333333,0.703794318
版本更新,我要告你。,我要告你,"('我要公告', 2)",0.78797287,2,0.5,0.701581007
版本更新,那个英雄升级了,那个英雄升级,"('英雄更新', 2)",0.9068285,4,0.333333333,0.734779966
版本更新,版本预约更新,版本预约更新,"('版本更新', 2)",0.92136395,2,0.666666667,0.844954765
版本更新,最近英雄的增强,最近英雄增强,"('最新英雄更新', 2)",0.9386407,3,0.5,0.8070485
版本更新,我要我要了,我要我要,"('我要更新', 2)",0.8326296,2,0.5,0.732840735
版本更新,哪些英雄即将上线,哪些英雄即将上线,"('最新英雄更新', 2)",0.910037,6,0.25,0.712025887
版本更新,下一回更新的新英雄是什么,下一回更新新英雄是什么,"('最新英雄更新', 2)",0.9301491,8,0.272727273,0.732922537
版本更新,新赛季小明更新了吗,新赛季小明更新,"('新更新', 2)",0.85842794,4,0.428571429,0.729470988
版本更新,挑整公告,挑整公告,"('这次公告', 2)",0.92777085,2,0.5,0.799439597
版本更新,我的版本怎么更新,我版本怎么更新,"('版本更新', 2)",0.9177674,3,0.571428571,0.813865755
版本更新,五月的更新公告,五月更新公告,"('更新公告', 2)",0.95454514,2,0.666666667,0.868181598
版本更新,给我看一下更新了什么,我看一下更新什么,"('我要查一下更新', 2)",0.958027,4,0.5,0.820618904
版本更新,新英雄，C,新英雄，c,"('英雄更新', 2)",0.8719475,3,0.4,0.730363269
版本更新,31新英雄是谁,31新英雄是谁,"('最新英雄更新', 2)",0.8574244,4,0.428571429,0.728768493
版本更新,那下更新,那下更新,"('查下更新', 2)",0.9308289,1,0.75,0.87658025
版本更新,更新停不停机,更新停停机,"('更新', 2)",0.85254765,3,0.4,0.716783352
版本更新,最近英雄有什么条件,最近英雄有什么条件,"('最新英雄更新', 2)",0.8756707,6,0.333333333,0.71296947
版本更新,最近有什么英雄改变,最近有什么英雄改变,"('最新英雄更新', 2)",0.9174062,6,0.333333333,0.742184341
版本更新,有新英雄上将吗,有新英雄上将,"('英雄更新', 2)",0.8751317,4,0.333333333,0.712592208
版本更新,新赛制英雄变化,新赛制英雄变化,"('最新英雄更新', 2)",0.908618,5,0.285714286,0.721746867
版本更新,近期英雄调整状态,近期英雄调整状态,"('最新英雄更新', 2)",0.93283266,6,0.25,0.727982861
版本更新,马上赛季更新了,马上赛季更新,"('这次更新', 2)",0.892089,4,0.333333333,0.724462306
版本更新,最近的新英雄,最近新英雄,"('最新英雄更新', 2)",0.96222407,3,0.5,0.823556846
版本更新,在哪里可以版本更新,在哪里可以版本更新,"('我要版本更新', 2)",0.8915207,5,0.444444444,0.757397809
版本更新,有哪些新英雄要上线？,有哪些新英雄要上线？,"('最新英雄更新', 2)",0.9243462,7,0.3,0.737042346
版本更新,我的版本是新版本吗？,我版本是新版本？,"('版本更新', 2)",0.9079672,5,0.375,0.748077047
版本更新,这一次会更新什么呢,这一次会更新什么,"('查一下这次更新', 2)",0.9171996,6,0.25,0.717039728
版本更新,有哪些英雄升级了,有哪些英雄升级,"('最新英雄更新', 2)",0.90663713,5,0.285714286,0.720360278
版本更新,王者最新英雄改动,王者最新英雄改动,"('最新英雄更新', 2)",0.92450166,4,0.5,0.79715116
版本更新,送32更新,送32更新,"('新更新', 2)",0.8550577,3,0.4,0.718540401
版本更新,游戏拉不了人版本更新,游戏拉不了人版本更新,"('版本更新', 2)",0.8591255,6,0.4,0.721387846
版本更新,几号版本更新,几号版本更新,"('版本更新', 2)",0.8638636,2,0.666666667,0.804704511
版本更新,赛季S更新,赛季s更新,"('英雄更新', 2)",0.85087526,3,0.4,0.715612681
版本更新,新出英雄玩法,新出英雄玩法,"('最新英雄更新', 2)",0.9122185,4,0.333333333,0.738552958
版本更新,还会再出新英雄吗？,还会再出新英雄？,"('最新英雄更新', 2)",0.9082651,6,0.25,0.71078558
版本更新,最新英雄，亚是在哪,最新英雄，亚是在,"('最新英雄更新', 2)",0.9319641,4,0.5,0.80237487
版本更新,新赛季有哪些英雄改动,新赛季有哪些英雄改动,"('最新英雄更新', 2)",0.91813505,8,0.2,0.702694533
版本更新,有哪个英雄有新皮肤了,有哪个英雄有新皮肤,"('最新英雄更新', 2)",0.91312075,6,0.333333333,0.739184523
版本更新,今天的公告,今天公告,"('这次公告', 2)",0.94806075,2,0.5,0.813642526
版本更新,新英雄朵莉娅什么时候更新,新英雄朵莉娅什么时候更新,"('新英雄更新', 2)",0.84712493,7,0.416666667,0.717987454
版本更新,从新赛季开始的英雄调整,从新赛季开始英雄调整,"('新英雄更新', 2)",0.90358174,7,0.3,0.722507217
版本更新,7月26更新，英雄调整,月26更新，英雄调整,"('新英雄更新', 2)",0.92974436,7,0.3,0.740821054
版本更新,你这个系统赶紧更新吧,你这个系统赶紧更新,"('这次版本更新', 2)",0.86702484,6,0.333333333,0.706917387
版本更新,现在是新版本吗？,现在是新版本？,"('这次版本更新', 2)",0.9451802,6,0.142857143,0.704483267
版本更新,停机公告,停机公告,"('这次公告', 2)",0.906803,2,0.5,0.784762108
版本更新,搜索新,搜索新,"('新更新', 2)",0.8966625,2,0.333333333,0.727663732
版本更新,皮肤资源在哪更新,皮肤资源在更新,"('新更新', 2)",0.8890331,5,0.285714286,0.708037441
版本更新,动态更新。,动态更新,"('最新更新', 2)",0.95824647,2,0.5,0.820772529
版本更新,上次版本更新之后的活动,上次版本更新之后活动,"('这次版本更新', 2)",0.84539187,5,0.5,0.741774309
版本更新,本次更新公告是什么,本次更新公告是什么,"('查一下更新公告', 2)",0.93159807,6,0.333333333,0.752118647
版本更新,安里的新英雄是什么,安里新英雄是什么,"('新英雄更新', 2)",0.84013844,5,0.375,0.700596905
版本更新,版本组合,版本组合,"('版本公告', 2)",0.86690795,2,0.5,0.756835568
版本更新,版本时间,版本时间,"('版本公告', 2)",0.8446291,2,0.5,0.741240376
版本更新,十一月三十日更新公告,十一月三十日更新公告,"('查一下更新公告', 2)",0.92045176,5,0.5,0.794316232
版本更新,今天更新新赛季吗,今天更新新赛季,"('这次更新', 2)",0.8776994,5,0.285714286,0.700103848
版本更新,新版更新,新版更新,"('最新版本更新', 2)",0.981142,2,0.666666667,0.886799389
版本更新,碎片英雄更新,碎片英雄更新,"('英雄更新', 2)",0.91876554,2,0.666666667,0.843135881
版本更新,现在有哪时候要更新啊,现在有时候要更新,"('这次更新', 2)",0.9123436,6,0.25,0.713640535
版本更新,如果和好友版本不一样怎么更新,如果和好友版本怎么更新,"('版本更新', 2)",0.8536868,7,0.363636364,0.706671676
版本更新,我的为啥不更新,我为啥更新,"('更新', 2)",0.8572526,3,0.4,0.720076818
版本更新,新英雄卡在哪,新英雄卡在,"('英雄更新', 2)",0.85637224,3,0.4,0.719460566
版本更新,新赛季提前更新,新赛季提前更新,"('新更新', 2)",0.86718184,4,0.428571429,0.735598715
版本更新,活动英雄限免,活动英雄限免,"('最新英雄更新', 2)",0.85983634,4,0.333333333,0.701885438
版本更新,还有几号更新,还有几号更新,"('查一下更新', 2)",0.87241346,4,0.333333333,0.71068942
